valence,target,acousticness,danceability,energy,instrumentalness,loudness,tempo
0.927,1,0.292,0.592,0.688,0.268,-14.107,102.099
0.796,1,0.0164,0.653,0.875,0.0311,-5.232,116.956
0.826,1,0.0314,0.86,0.857,0.38,-4.23,121.999
0.334,1,0.0114,0.682,0.78,0.735,-9.948,115.564
0.689,1,0.0491,0.703,0.464,0.0,-5.977,95.012
0.364,1,0.895,0.444,0.412,0.64,-11.569,184.012
0.419,1,0.0624,0.476,0.571,0.353,-7.223,141.221
0.389,1,0.000286,0.313,0.872,2.26e-05,-5.058,122.362
0.611,1,4.19e-05,0.636,0.864,0.887,-9.618,123.972
0.889,1,0.0983,0.632,0.586,0.581,-11.333,114.243
0.0537,1,0.314,0.43,0.734,0.000286,-10.043,133.992
0.954,1,0.809,0.833,0.684,0.0,-6.325,112.7
0.63,1,0.723,0.688,0.421,0.625,-9.015,138.0
0.134,1,0.577,0.438,0.404,0.759,-11.815,137.895
0.713,1,0.59,0.789,0.698,0.802,-7.842,120.961
0.555,1,0.156,0.819,0.671,0.000136,-6.947,129.921
0.352,1,0.887,0.366,0.407,0.263,-10.047,148.436
0.492,1,0.149,0.71,0.959,2.1e-05,-6.697,108.006
0.638,1,0.00727,0.582,0.734,0.202,-6.987,127.071
0.685,1,0.349,0.545,0.507,2.92e-06,-7.534,124.311
0.55,1,4.61e-06,0.479,0.854,5.72e-05,-6.101,136.067
0.231,1,0.0175,0.564,0.737,0.0,-4.079,104.764
0.717,1,0.198,0.89,0.52,0.273,-6.927,114.959
0.736,1,0.00543,0.363,0.755,0.00105,-6.654,114.407
0.696,1,0.101,0.867,0.669,0.683,-7.897,121.99
0.262,1,0.612,0.59,0.578,0.000162,-5.798,81.663
0.854,1,0.000825,0.832,0.496,0.825,-10.601,117.741
0.894,1,0.478,0.839,0.585,0.00281,-7.738,89.821
0.309,1,0.0716,0.447,0.416,0.00426,-12.181,103.068
0.2,1,0.0328,0.598,0.657,2.72e-05,-7.466,114.969
0.658,1,0.0664,0.643,0.889,0.884,-7.043,131.999
0.627,1,0.00324,0.746,0.613,0.672,-10.104,125.317
0.646,1,0.000624,0.906,0.648,0.0857,-8.742,123.98
0.614,1,0.000334,0.907,0.616,0.425,-7.073,124.036
0.635,1,0.331,0.578,0.633,0.0,-10.117,101.534
0.69,1,0.00431,0.808,0.916,0.598,-4.54,121.99
0.49,1,0.0252,0.745,0.894,0.878,-4.721,127.99
0.233,1,0.0125,0.634,0.858,0.84,-11.661,123.991
0.814,1,0.198,0.603,0.921,0.00035,-3.555,122.978
0.696,1,0.00166,0.587,0.841,0.53,-5.079,142.95
0.577,1,0.0289,0.93,0.483,0.00244,-9.925,120.022
0.715,1,0.0124,0.585,0.62,0.0164,-9.075,80.021
0.451,1,0.0245,0.803,0.427,0.405,-10.819,118.008
0.787,1,0.411,0.757,0.868,0.00221,-9.326,138.923
0.909,1,0.157,0.729,0.818,0.285,-9.992,125.811
0.683,1,2.6e-05,0.76,0.669,0.076,-8.583,122.007
0.961,1,0.000885,0.79,0.427,0.446,-11.361,116.986
0.9,1,0.207,0.786,0.963,0.0012,-2.84,94.63
0.717,1,0.242,0.708,0.441,0.000147,-12.931,125.191
0.872,1,0.643,0.729,0.666,0.135,-10.721,109.554
0.682,1,0.312,0.76,0.636,0.534,-11.605,99.223
0.975,1,0.847,0.661,0.76,0.334,-9.509,111.165
0.865,1,0.00428,0.704,0.895,0.28,-7.81,118.662
0.82,1,0.0154,0.606,0.913,0.905,-7.865,146.15
0.539,1,0.00207,0.587,0.915,0.579,-8.307,128.004
0.835,1,0.16,0.66,0.591,0.848,-8.497,100.034
0.39,1,0.000779,0.34,0.454,0.0188,-12.279,100.089
0.573,1,0.0476,0.723,0.755,0.00147,-9.381,97.195
0.48,1,0.717,0.285,0.512,0.0,-8.103,94.922
0.698,1,0.218,0.63,0.862,0.0527,-6.12,103.118
0.342,1,0.783,0.418,0.0962,6.61e-05,-15.078,184.721
0.104,1,0.087,0.529,0.571,6.34e-06,-6.264,102.428
0.47,1,0.0112,0.465,0.727,0.802,-5.181,118.149
0.62,1,0.0133,0.69,0.911,0.907,-9.075,124.019
0.296,1,0.0044,0.449,0.962,0.897,-4.293,154.979
0.414,1,0.9,0.582,0.401,0.538,-8.731,112.357
0.217,1,0.934,0.44,0.433,0.811,-17.453,79.952
0.921,1,0.0395,0.669,0.904,0.406,-5.487,107.83
0.576,1,0.189,0.622,0.752,0.0124,-6.964,126.047
0.185,1,6.89e-05,0.286,0.704,0.034,-5.12,145.843
0.357,1,0.0552,0.373,0.63,0.0,-5.131,115.942
0.68,1,0.136,0.906,0.444,6.44e-05,-8.692,140.063
0.562,1,0.00134,0.789,0.682,1.39e-06,-6.841,109.988
0.608,1,0.155,0.822,0.863,0.000632,-8.035,100.959
0.426,1,0.0599,0.756,0.853,0.000562,-5.92,100.004
0.23,1,0.189,0.555,0.759,0.459,-6.214,192.272
0.204,1,0.0633,0.897,0.661,0.0,-6.2,127.081
0.124,1,0.56,0.654,0.499,0.907,-9.084,103.966
0.289,1,0.0442,0.679,0.462,0.793,-10.128,120.012
0.0451,1,0.0004,0.804,0.64,0.935,-8.598,124.007
0.616,1,0.078,0.815,0.459,0.826,-12.588,124.996
0.367,1,1.65e-05,0.499,0.506,0.941,-16.778,186.328
0.468,1,0.0423,0.84,0.918,0.613,-9.251,124.847
0.144,1,0.0109,0.816,0.747,0.756,-8.066,119.98
0.635,1,0.016,0.646,0.757,0.0243,-6.089,108.438
0.881,1,0.028,0.658,0.568,0.00356,-7.579,128.638
0.595,1,0.00159,0.865,0.603,0.428,-11.289,135.006
0.55,1,0.003,0.754,0.968,0.795,-4.419,124.971
0.195,1,0.0372,0.89,0.443,0.385,-8.654,122.002
0.33,1,0.514,0.731,0.638,0.332,-8.738,143.018
0.194,1,0.109,0.748,0.623,0.0,-5.08,105.045
0.775,1,0.758,0.744,0.555,0.0,-6.744,121.241
0.869,1,0.34,0.77,0.409,0.0,-13.387,80.126
0.899,1,0.269,0.663,0.602,8.81e-05,-11.013,149.51
0.313,1,0.411,0.236,0.706,5.43e-06,-6.544,105.624
0.561,1,0.666,0.354,0.366,0.0,-10.799,111.057
0.255,1,0.517,0.367,0.215,0.0,-16.652,98.742
0.285,1,0.00594,0.58,0.859,0.00163,-4.532,129.959
0.467,1,0.0173,0.916,0.571,1.11e-06,-8.241,103.521
0.578,1,0.0681,0.767,0.686,0.91,-10.476,114.07
0.74,1,0.0853,0.864,0.552,0.778,-8.851,112.378
0.844,1,0.661,0.457,0.909,1.54e-06,-3.189,93.193
0.806,1,0.543,0.785,0.796,0.291,-5.815,136.05
0.127,1,0.211,0.418,0.547,0.0443,-4.932,131.99
0.86,1,0.0378,0.81,0.793,1.82e-06,-9.404,116.049
0.0602,1,0.0159,0.588,0.596,0.0,-4.994,130.346
0.43,1,0.0384,0.841,0.729,0.0,-3.047,132.073
0.288,1,0.000954,0.775,0.823,0.0,-6.091,130.041
0.769,1,0.147,0.85,0.509,0.0,-9.637,134.9
0.184,1,0.00444,0.413,0.633,0.0,-5.188,170.016
0.57,1,0.222,0.76,0.79,0.0,-3.835,94.017
0.354,1,0.0745,0.409,0.532,0.00523,-6.266,99.935
0.329,1,0.957,0.342,0.159,0.114,-18.127,91.963
0.325,1,0.0475,0.606,0.503,0.0,-6.678,80.04
0.438,1,0.00369,0.647,0.762,0.00641,-7.765,120.832
0.106,1,0.0216,0.709,0.669,0.0125,-8.422,105.004
0.332,1,0.156,0.378,0.572,0.152,-6.361,134.957
0.544,1,0.112,0.555,0.699,0.00319,-7.871,170.02
0.535,1,0.382,0.735,0.555,0.856,-8.84,100.01
0.255,1,0.0564,0.607,0.435,0.0178,-6.604,120.045
0.404,1,0.0369,0.448,0.733,0.0425,-6.238,142.008
0.0978,1,0.655,0.507,0.466,0.363,-11.966,157.013
0.36,1,0.138,0.667,0.658,0.00685,-7.71,91.98
0.676,1,0.345,0.855,0.605,0.0573,-7.403,114.999
0.782,1,0.2,0.739,0.848,0.824,-4.598,125.02
0.457,1,0.0739,0.833,0.663,0.00351,-3.639,103.693
0.778,1,0.00535,0.654,0.641,0.00321,-9.771,114.696
0.31,1,0.208,0.514,0.632,0.0132,-6.305,94.569
0.645,1,0.0019,0.468,0.88,0.00704,-5.086,176.972
0.662,1,0.135,0.756,0.415,0.0,-14.429,96.99
0.668,1,0.0208,0.869,0.687,1e-06,-6.816,96.006
0.505,1,0.144,0.709,0.412,0.000101,-11.602,174.062
0.825,1,0.0559,0.521,0.851,0.0,-3.235,130.032
0.658,1,0.0852,0.858,0.789,0.0,-7.462,125.993
0.656,1,4.69e-06,0.566,0.869,0.309,-7.614,129.948
0.794,1,0.148,0.701,0.788,0.625,-5.611,142.584
0.557,1,0.374,0.772,0.612,2.44e-06,-7.274,142.911
0.429,1,0.142,0.714,0.566,1.25e-06,-4.408,113.074
0.617,1,0.0313,0.515,0.902,0.0,-4.729,174.589
0.628,1,0.00531,0.859,0.624,0.000124,-5.437,149.948
0.474,1,0.0381,0.709,0.797,0.0,-4.316,139.639
0.412,1,0.102,0.699,0.724,0.0,-5.126,140.157
0.382,1,0.377,0.497,0.734,0.0,-6.112,139.096
0.583,1,0.0669,0.832,0.854,0.0,-4.92,136.213
0.761,1,0.285,0.88,0.697,7.66e-05,-8.468,129.989
0.294,1,0.289,0.506,0.43,0.0139,-17.402,137.644
0.713,1,0.202,0.732,0.974,0.0,-2.158,137.905
0.645,1,0.671,0.539,0.74,0.0,-7.157,139.608
0.884,1,0.352,0.494,0.78,0.0,-5.841,139.725
0.681,1,0.00298,0.545,0.904,0.00117,-5.201,139.871
0.357,1,0.397,0.739,0.665,0.0,-6.075,139.87
0.311,1,0.134,0.603,0.64,0.0,-5.215,125.462
0.661,1,0.0641,0.667,0.673,4e-06,-7.574,144.256
0.683,1,0.375,0.561,0.588,0.0,-7.628,83.204
0.851,1,0.258,0.812,0.937,0.0,-1.894,139.997
0.374,1,0.0103,0.745,0.822,4.2e-06,-6.354,86.733
0.364,1,0.329,0.673,0.922,0.0,-5.311,140.008
0.73,1,0.35,0.794,0.801,0.0,-6.433,147.072
0.822,1,0.1,0.575,0.723,0.0,-4.956,107.039
0.273,0,0.819,0.64,0.196,3.63e-05,-11.478,143.919
0.65,0,0.0677,0.587,0.628,1.88e-06,-5.703,92.003
0.637,0,0.013,0.631,0.716,0.0,-5.713,88.541
0.464,0,0.231,0.589,0.809,0.0,-5.292,88.965
0.502,0,0.000907,0.612,0.841,0.0,-3.795,104.986
0.574,0,0.01,0.553,0.743,0.0,-5.483,149.962
0.694,0,0.0538,0.548,0.877,8.22e-06,-5.481,84.009
0.797,0,0.151,0.528,0.842,3e-05,-6.217,83.948
0.555,0,0.27,0.663,0.656,0.000279,-6.548,120.037
0.703,0,0.0549,0.53,0.809,0.0,-4.745,82.022
0.313,0,0.0966,0.525,0.657,0.0,-5.28,176.127
0.702,0,0.0244,0.553,0.747,0.0,-5.905,73.033
0.481,0,0.0102,0.533,0.91,0.0,-3.087,113.054
0.666,0,0.148,0.726,0.595,0.000433,-6.846,115.0
0.527,0,0.00733,0.584,0.716,0.0,-4.737,90.005
0.437,0,0.0165,0.443,0.804,2.89e-06,-6.432,151.928
0.549,0,0.124,0.521,0.805,0.000219,-4.481,141.967
0.205,0,0.661,0.476,0.527,0.0,-6.406,152.117
0.52,0,0.0159,0.591,0.577,0.0,-6.107,156.107
0.293,0,0.335,0.5,0.622,0.0,-6.691,83.886
0.962,0,0.234,0.674,0.706,7.98e-05,-4.824,160.023
0.692,0,0.144,0.631,0.658,0.0,-5.313,80.996
0.466,0,0.0494,0.562,0.94,0.0,-4.337,103.009
0.445,0,0.214,0.638,0.634,0.0,-6.474,92.097
0.421,0,0.733,0.409,0.645,0.0,-8.336,74.923
0.478,0,0.0968,0.434,0.664,0.0,-5.883,145.861
0.688,0,0.333,0.439,0.802,0.0,-3.644,168.032
0.506,0,0.0915,0.533,0.533,0.0,-8.266,159.907
0.426,0,0.0207,0.434,0.921,0.00209,-2.248,171.945
0.52,0,0.0558,0.523,0.725,6.96e-06,-5.448,155.855
0.675,0,0.00898,0.612,0.799,0.0,-4.603,125.976
0.542,0,0.0993,0.51,0.904,0.0,-4.291,150.004
0.462,0,0.424,0.55,0.774,0.0,-4.397,170.124
0.381,0,0.397,0.596,0.544,0.0,-7.294,147.976
0.585,0,0.0166,0.622,0.745,0.000875,-5.674,91.0
0.949,0,0.0344,0.659,0.926,0.00121,-4.66,152.015
0.759,0,0.00566,0.479,0.86,0.0,-4.318,80.018
0.466,0,0.186,0.56,0.78,0.0,-5.164,160.052
0.313,0,0.0179,0.512,0.587,0.0,-6.403,134.006
0.634,0,0.0292,0.403,0.745,0.0,-6.534,186.241
0.472,0,0.312,0.536,0.722,0.0,-4.163,143.78
0.532,0,0.116,0.685,0.783,0.0,-4.152,90.008
0.52,0,0.638,0.71,0.498,0.0,-5.478,136.093
0.618,0,0.463,0.731,0.469,1.04e-06,-7.226,98.963
0.627,0,0.208,0.501,0.836,0.0,-3.587,159.863
0.297,0,0.861,0.425,0.372,0.0148,-10.92,79.456
0.709,0,0.0209,0.458,0.894,0.0,-4.903,160.125
0.637,0,0.0406,0.488,0.915,0.0,-4.255,75.019
0.596,0,0.422,0.482,0.739,1.87e-05,-5.476,155.932
0.554,0,0.0527,0.442,0.784,0.0,-4.001,170.139
0.558,0,0.00434,0.555,0.896,0.0,-3.295,114.995
0.592,0,0.0551,0.41,0.738,0.0,-3.833,184.059
0.492,0,0.273,0.507,0.81,0.0567,-5.628,156.004
0.652,0,0.129,0.69,0.626,0.0,-5.831,101.958
0.289,0,0.865,0.641,0.0628,4.08e-06,-14.155,129.004
0.931,0,0.279,0.655,0.785,0.0,-4.022,171.969
0.343,0,0.2,0.529,0.803,0.0,-5.379,97.043
0.761,0,0.0304,0.681,0.845,0.0,-5.147,132.023
0.826,0,0.229,0.694,0.815,0.0,-4.328,88.931
0.734,0,0.231,0.755,0.789,0.0,-4.502,93.973
0.645,0,0.0744,0.684,0.823,0.0,-3.297,91.048
0.471,0,0.0258,0.746,0.794,0.0,-6.331,104.827
0.746,0,0.243,0.683,0.691,0.0,-5.535,179.91
0.746,0,0.0245,0.747,0.864,4.46e-05,-3.181,92.028
0.42,0,0.286,0.706,0.689,0.0,-5.533,144.127
0.913,0,0.168,0.859,0.756,4.65e-05,-3.36,102.033
0.507,0,0.0277,0.489,0.962,6.18e-06,-2.597,104.563
0.916,0,0.154,0.889,0.853,0.000107,-4.26,93.022
0.714,0,0.0559,0.832,0.772,0.000486,-5.429,96.016
0.886,0,0.116,0.685,0.859,0.0,-2.595,176.018
0.766,0,0.27,0.639,0.869,0.0,-4.024,169.801
0.849,0,0.209,0.66,0.786,0.0,-4.757,177.833
0.717,0,0.4,0.761,0.838,0.0,-3.073,93.974
0.45,0,0.0309,0.792,0.819,0.0,-5.418,89.98
0.74,0,0.547,0.76,0.838,1.3e-06,-3.828,93.05
0.929,0,0.211,0.711,0.875,0.000198,-2.211,103.637
0.783,0,0.205,0.735,0.482,0.000194,-9.21,175.907
0.521,0,0.00431,0.663,0.92,1.69e-05,-4.07,99.935
0.565,0,0.551,0.508,0.687,3.41e-06,-4.361,180.044
0.645,0,0.0897,0.745,0.921,0.0,-2.674,92.973
0.679,0,0.256,0.772,0.909,0.0,-3.225,96.031
0.619,0,0.125,0.761,0.82,2.1e-05,-4.003,88.997
0.82,0,0.167,0.761,0.829,0.0,-3.203,92.033
0.646,0,0.142,0.776,0.669,0.0,-4.933,91.012
0.776,0,0.204,0.685,0.731,0.0,-5.119,177.912
0.833,0,0.053,0.724,0.84,0.0,-3.581,92.01
0.954,0,0.206,0.746,0.961,1.84e-06,-2.243,179.984
0.56,0,0.163,0.817,0.869,0.00226,-4.791,96.029
0.828,0,0.0998,0.721,0.687,0.0,-6.682,175.914
0.818,0,0.39,0.732,0.801,0.0,-3.859,123.981
0.772,0,0.245,0.682,0.858,0.0,-4.711,94.954
0.789,0,0.132,0.73,0.701,0.0,-5.885,175.95
0.851,0,0.0786,0.724,0.904,0.0,-3.354,90.999
0.524,0,0.0244,0.68,0.954,0.0,-1.823,104.029
0.51,0,0.0724,0.827,0.646,0.0,-4.727,92.057
0.579,0,0.282,0.832,0.608,0.0,-6.042,94.013
0.589,0,0.163,0.688,0.719,0.0,-4.746,88.015
0.871,0,0.076,0.899,0.626,0.0,-4.228,88.007
0.495,0,0.0345,0.724,0.809,0.0,-4.96,95.037
0.656,0,0.0685,0.712,0.841,7.87e-05,-5.432,98.003
0.938,0,0.113,0.801,0.822,0.00424,-4.655,176.048
0.656,0,0.0869,0.49,0.894,0.0,-1.708,197.989
0.8,0,0.234,0.768,0.742,0.0,-6.308,114.679
0.476,0,0.0821,0.725,0.711,0.0,-4.544,93.003
0.813,0,0.803,0.612,0.57,3.29e-05,-9.62,169.842
0.794,0,0.189,0.67,0.679,0.0,-5.618,172.069
0.924,0,0.0525,0.779,0.659,0.0,-5.455,95.003
0.84,0,0.051,0.712,0.901,0.0,-4.699,97.98
0.301,0,0.0983,0.648,0.833,0.001,-5.116,108.001
0.692,0,0.00898,0.499,0.824,0.0,-4.741,161.977
0.548,0,0.004,0.385,0.866,0.0,-2.817,176.014
0.562,0,0.0313,0.561,0.927,2.34e-05,-4.374,152.011
0.532,0,0.00139,0.613,0.874,1.82e-06,-3.594,108.038
0.718,0,0.119,0.623,0.956,0.000227,-2.608,149.958
0.531,0,0.00494,0.616,0.961,0.0,-3.144,114.492
0.376,0,0.000965,0.607,0.889,0.0,-4.034,100.034
0.741,0,0.177,0.95,0.412,0.0,-6.592,121.019
0.814,0,0.222,0.63,0.815,0.0,-4.265,88.357
0.25,0,0.00593,0.608,0.841,0.0573,-3.798,167.969
0.758,0,0.0969,0.774,0.626,3.12e-05,-4.432,100.041
0.965,0,0.381,0.857,0.8,0.0,-4.035,121.996
0.125,0,0.102,0.44,0.413,1.7e-05,-7.425,131.659
0.539,0,0.0745,0.696,0.503,0.0,-4.842,99.977
0.643,0,0.197,0.633,0.592,0.0,-7.245,90.066
0.483,0,0.062,0.711,0.722,0.0,-3.946,99.954
0.384,0,0.0485,0.76,0.588,0.0,-7.082,102.974
0.392,0,0.0577,0.565,0.782,4.16e-05,-6.413,140.004
0.535,0,0.238,0.457,0.627,0.0,-5.091,101.384
0.361,0,0.56,0.622,0.593,0.0,-7.755,100.048
0.732,0,0.15,0.703,0.868,0.132,-4.661,121.03
0.485,0,0.115,0.66,0.575,1.59e-06,-4.934,110.091
0.609,0,0.0575,0.741,0.667,0.0,-5.445,112.956
0.874,0,0.0133,0.726,0.429,0.0,-6.623,85.899
0.364,0,0.0283,0.656,0.615,0.0,-6.252,139.91
0.551,0,0.00464,0.565,0.771,0.0,-5.22,168.385
0.117,0,0.97,0.549,0.371,0.132,-9.56,87.024
0.673,0,0.45,0.754,0.762,6.67e-05,-4.486,92.002
0.441,0,0.00728,0.741,0.559,0.000971,-7.775,101.999
0.676,0,0.549,0.87,0.502,0.00356,-7.497,82.53
0.47,0,0.281,0.718,0.609,3.29e-05,-4.699,122.948
0.536,0,0.00411,0.624,0.806,0.0,-5.957,149.999
0.75,0,0.0293,0.726,0.769,0.0101,-5.043,97.985
0.419,0,0.000339,0.905,0.596,2.05e-05,-7.496,149.996
0.16,0,0.00517,0.747,0.592,1.48e-05,-6.334,110.991
0.779,0,0.075,0.696,0.817,0.0,-3.862,98.064
0.568,0,0.0355,0.673,0.676,0.0,-5.002,134.944
0.521,0,0.032,0.607,0.718,0.0,-4.095,101.821
0.0951,0,0.0303,0.415,0.369,7.64e-06,-10.044,95.746
0.497,0,0.0905,0.648,0.532,0.0,-6.597,99.983
0.537,0,0.128,0.747,0.799,0.0,-4.066,104.02
0.157,0,0.238,0.76,0.303,8.09e-06,-11.362,99.991
0.608,0,0.401,0.763,0.671,1.16e-05,-4.029,120.06
0.585,0,0.0235,0.667,0.648,1.52e-05,-6.398,95.031
0.286,0,0.0102,0.833,0.434,0.0219,-8.795,150.062
0.54,0,0.122,0.803,0.793,5.81e-05,-5.769,106.035
0.209,0,0.0275,0.516,0.595,0.0,-4.63,119.972
0.242,0,0.00246,0.532,0.778,0.000111,-6.69,169.923
0.45,0,0.416,0.704,0.423,0.0,-6.792,113.962
0.853,0,0.013,0.853,0.56,0.0,-4.961,134.066
0.371,0,0.0561,0.623,0.656,0.0,-5.608,95.878
0.513,0,0.131,0.748,0.627,0.0,-6.029,120.963
0.322,0,0.33,0.736,0.449,0.000162,-11.462,80.126
0.19,0,0.0895,0.584,0.54,0.0,-7.786,137.972
0.372,0,0.304,0.804,0.459,0.0862,-11.556,111.963
0.933,0,0.581,0.825,0.652,0.0,-3.183,95.977
0.441,0,0.0991,0.608,0.86,0.0,-5.324,127.075
0.68,0,0.167,0.748,0.727,0.0,-2.42,125.014
0.446,0,0.0656,0.828,0.433,0.000876,-9.716,148.073
0.716,0,0.0921,0.72,0.802,0.0,-5.797,124.043
0.791,0,0.0319,0.646,0.795,0.0,-3.293,89.99
0.454,0,0.0643,0.755,0.838,1.59e-05,-4.5,126.877
0.819,0,0.00622,0.75,0.78,0.0,-3.155,119.985
0.304,0,0.0567,0.467,0.564,0.0,-4.986,81.966
0.376,0,0.11,0.66,0.867,0.0,-4.285,93.033
0.63,0,0.555,0.635,0.691,0.0,-4.862,82.142
0.472,0,0.071,0.375,0.862,0.0,-3.363,159.841
0.716,0,0.00738,0.352,0.843,0.0,-7.983,165.29
0.541,0,0.039,0.673,0.758,0.0,-3.632,135.956
0.792,0,0.0295,0.581,0.963,0.0,-4.087,129.992
0.767,0,0.0384,0.72,0.791,0.0,-4.689,102.071
0.254,0,0.069,0.599,0.803,0.137,-3.641,126.057
0.769,0,0.0181,0.62,0.869,0.0,-5.252,151.684
0.698,0,0.000704,0.657,0.827,0.00534,-4.036,145.889
0.557,0,0.0525,0.715,0.655,0.0,-6.425,95.078
0.602,0,0.0514,0.786,0.857,0.0,-3.765,110.038
0.719,0,0.0746,0.755,0.832,1.27e-06,-2.741,120.032
0.875,0,0.0715,0.859,0.697,0.0,-3.79,117.008
0.441,0,0.112,0.612,0.84,0.0,-3.145,129.042
0.797,0,0.0762,0.809,0.628,0.000371,-5.021,130.008
0.758,0,0.000979,0.842,0.531,1.34e-05,-8.729,105.013
0.847,0,0.0183,0.745,0.714,0.0,-5.501,120.025
0.753,0,0.162,0.725,0.68,2.13e-06,-5.465,119.939
0.561,0,0.0117,0.579,0.821,0.0,-4.616,174.063
0.471,0,0.0649,0.663,0.714,0.0,-4.944,121.99
0.0953,0,0.00107,0.818,0.799,0.128,-4.1,100.014
0.86,0,0.0378,0.81,0.793,1.82e-06,-9.404,116.049
0.281,0,0.0533,0.441,0.87,3.7e-06,-4.845,134.469
0.731,0,0.0215,0.688,0.702,0.0,-4.792,94.006
0.581,0,0.219,0.427,0.861,0.0,-4.874,161.776
0.73,0,0.0196,0.592,0.752,0.0,-6.589,74.784
0.787,0,0.403,0.753,0.801,0.0,-3.215,128.011
0.428,0,0.186,0.548,0.532,0.000263,-7.596,85.03
0.422,0,0.00901,0.635,0.983,0.00799,-3.807,145.085
0.289,0,0.0431,0.697,0.527,1.25e-05,-10.438,121.849
0.556,0,0.0208,0.583,0.786,0.0,-3.142,123.052
0.825,0,0.00373,0.862,0.608,6.14e-06,-4.762,120.002
0.261,0,0.119,0.68,0.489,2.86e-05,-7.837,74.04
0.744,0,0.161,0.772,0.648,0.0,-6.222,129.966
0.78,0,0.0532,0.709,0.697,5.15e-05,-3.471,112.017
0.488,0,0.455,0.627,0.56,0.0,-5.378,97.967
0.381,0,0.0394,0.567,0.678,0.0,-6.642,141.951
0.262,0,0.0495,0.547,0.513,0.0,-7.451,110.54
0.13,0,0.379,0.335,0.582,2.67e-05,-5.09,110.522
0.479,0,0.0363,0.468,0.786,0.0,-2.757,84.992
0.191,0,0.648,0.322,0.508,0.00297,-7.681,155.128
0.421,0,0.766,0.486,0.331,0.0,-9.106,79.277
0.382,0,0.0189,0.475,0.672,0.0,-5.925,77.857
0.184,0,0.912,0.361,0.236,7.79e-05,-7.781,147.309
0.293,0,0.447,0.519,0.684,0.0,-3.746,133.943
0.599,0,0.0353,0.576,0.686,6.68e-05,-6.032,153.901
0.245,0,0.0342,0.511,0.815,0.0,-6.317,128.004
0.266,0,0.0164,0.526,0.692,0.0,-3.895,137.849
0.255,0,0.0176,0.621,0.674,0.0,-4.635,92.994
0.638,0,0.117,0.673,0.813,0.0,-5.895,103.999
0.295,0,0.28,0.555,0.663,0.0,-5.628,75.976
0.407,0,0.379,0.534,0.508,0.0,-7.085,153.947
0.0974,0,0.199,0.422,0.336,0.0,-7.199,108.009
0.308,0,0.568,0.448,0.412,5.68e-05,-7.877,133.881
0.129,0,0.498,0.331,0.427,0.0,-7.431,157.938
0.237,0,0.0229,0.385,0.663,0.0,-5.902,156.066
0.331,0,0.0141,0.447,0.89,0.0,-4.563,93.894
0.507,0,0.0107,0.619,0.733,0.0,-5.055,100.071
0.225,0,0.202,0.497,0.604,0.0,-9.438,131.935
0.209,0,0.587,0.464,0.225,5.64e-06,-9.155,84.677
0.149,0,0.0298,0.306,0.742,0.0,-3.914,155.873
0.326,0,0.149,0.536,0.711,0.0,-4.916,147.9
0.233,0,0.000767,0.429,0.636,5.14e-05,-7.684,123.966
0.136,0,0.627,0.295,0.326,0.0,-6.125,126.704
0.783,0,0.0218,0.534,0.933,0.0,-4.021,174.081
0.729,0,0.104,0.475,0.92,0.0,-4.991,154.906
0.352,0,0.415,0.436,0.618,2.46e-06,-8.402,83.982
0.96,0,0.0458,0.704,0.928,0.0,-3.422,113.981
0.728,0,0.0166,0.543,0.944,0.0,-2.647,93.957
0.435,0,0.0108,0.534,0.862,0.0,-4.282,104.012
0.225,0,0.85,0.227,0.309,0.0,-7.368,167.097
0.637,0,0.193,0.732,0.606,1.25e-06,-5.21,115.985
0.961,0,0.322,0.659,0.848,0.0,-3.273,166.009
0.492,0,0.298,0.588,0.58,0.0,-7.833,138.013
0.308,0,0.0875,0.353,0.87,0.0,-5.386,135.045
0.368,0,0.225,0.696,0.713,2.22e-06,-5.114,189.932
0.648,0,0.00532,0.529,0.769,0.0,-6.369,73.946
0.286,0,0.000774,0.525,0.657,0.0,-6.394,77.013
0.0968,0,0.187,0.423,0.502,0.0,-5.924,135.858
0.52,0,0.00497,0.574,0.802,0.0,-4.801,128.062
0.128,0,0.000619,0.388,0.542,0.0,-6.122,135.866
0.603,0,0.0643,0.519,0.907,0.0,-3.918,147.957
0.841,0,0.00687,0.688,0.843,0.0,-4.12,105.02
0.308,0,0.807,0.569,0.484,9.35e-06,-6.536,122.08
0.179,0,0.0024,0.547,0.511,1.24e-06,-5.802,143.968
0.544,0,0.0198,0.511,0.831,0.0,-4.826,141.971
0.0484,0,0.000937,0.676,0.79,8.94e-05,-3.674,99.948
0.593,0,0.0646,0.587,0.791,0.0,-6.313,125.993
0.0963,0,0.183,0.389,0.525,0.0,-7.941,143.919
0.113,0,0.105,0.528,0.59,0.0,-6.682,118.031
0.117,0,0.0326,0.37,0.723,0.0,-4.774,149.923
0.208,0,0.0919,0.301,0.762,0.0,-3.392,161.864
0.298,0,0.0839,0.459,0.561,0.0,-7.091,144.784
0.416,0,0.0793,0.545,0.576,0.0,-11.081,100.304
0.332,0,0.471,0.495,0.71,0.0,-3.941,90.024
0.336,0,0.0832,0.492,0.656,0.0,-7.361,147.948
0.171,0,0.0551,0.401,0.7,0.0,-5.07,81.049
0.314,0,0.00392,0.436,0.836,1.12e-06,-4.884,147.978
0.558,0,0.0101,0.674,0.895,0.0,-3.973,102.984
0.393,0,0.133,0.566,0.766,0.0,-6.87,139.955
