acousticness,danceability,duration_min,energy,instrumentalness,liveness,loudness,mode,tempo,valence,target,song_title,artist
0.00531,0.859,3.662,0.624,0.000124,0.184,-5.437,1,149.948,0.628,1,No Security,Skepta
0.0381,0.709,2.943,0.797,0.0,0.143,-4.316,1,139.639,0.474,1,Fam,Saskilla
0.102,0.699,3.291,0.724,0.0,0.0865,-5.126,1,140.157,0.412,1,Mr Skeng,Stormzy
0.377,0.497,3.275,0.734,0.0,0.151,-6.112,1,139.096,0.382,1,Beauty and the Beast,Bugzy Malone
0.0669,0.832,3.126,0.854,0.0,0.0802,-4.92,1,136.213,0.583,1,I Win,Lethal Bizzle
0.285,0.88,2.533,0.697,7.66e-05,0.0889,-8.468,0,129.989,0.761,1,Plottin,J HUS
0.289,0.506,4.006,0.43,0.0139,0.135,-17.402,0,137.644,0.294,1,M.E.N,Bugzy Malone
0.202,0.732,2.616,0.974,0.0,0.0853,-2.158,1,137.905,0.713,1,Cold,Stormzy
0.671,0.539,2.772,0.74,0.0,0.12,-7.157,0,139.608,0.645,1,Toothache,Jaykae
0.352,0.494,2.983,0.78,0.0,0.396,-5.841,1,139.725,0.884,1,Coward,Chip
0.00298,0.545,4.637,0.904,0.00117,0.0679,-5.201,1,139.871,0.681,1,3 Wheel-ups (feat. Wiley & Giggs),Kano
0.397,0.739,3.029,0.665,0.0,0.0901,-6.075,0,139.87,0.357,1,T On the Wing,President T
0.134,0.603,4.111,0.64,0.0,0.434,-5.215,1,125.462,0.311,1,Bad Boys (feat. Ghetts and J Hus),Stormzy
0.0641,0.667,3.366,0.673,4e-06,0.0975,-7.574,1,144.256,0.661,1,Thiago Silva,Dave
0.375,0.561,3.257,0.588,0.0,0.084,-7.628,1,83.204,0.683,1,And Dat (Ft. Stormzy),Bonkaz
0.258,0.812,3.019,0.937,0.0,0.239,-1.894,1,139.997,0.851,1,6 In The Morning,Wiley
0.0103,0.745,2.387,0.822,4.2e-06,0.155,-6.354,1,86.733,0.374,1,Skepta Interlude,Drake
0.329,0.673,3.554,0.922,0.0,0.0924,-5.311,1,140.008,0.364,1,Man Don't Care,Jme
0.35,0.794,3.123,0.801,0.0,0.0799,-6.433,1,147.072,0.73,1,Luke Cage,AJ Tracey
0.1,0.575,3.148,0.723,0.0,0.483,-4.956,1,107.039,0.822,1,Shutdown,Skepta
0.819,0.64,3.787,0.196,3.63e-05,0.0978,-11.478,1,143.919,0.273,0,My Old Man,Zac Brown Band
0.0677,0.587,3.004,0.628,1.88e-06,0.122,-5.703,1,92.003,0.65,0,Losing Sleep,Chris Young
0.013,0.631,3.13,0.716,0.0,0.0756,-5.713,1,88.541,0.637,0,Sleep Without You,Brett Young
0.231,0.589,3.24,0.809,0.0,0.0719,-5.292,1,88.965,0.464,0,Yeah Boy,Kelsea Ballerini
0.000907,0.612,3.79,0.841,0.0,0.37,-3.795,0,104.986,0.502,0,Craving You,Thomas Rhett
0.01,0.553,2.572,0.743,0.0,0.0812,-5.483,1,149.962,0.574,0,More Girls Like You,Kip Moore
0.0538,0.548,3.138,0.877,8.22e-06,0.314,-5.481,1,84.009,0.694,0,Heart Break,Lady Antebellum
0.151,0.528,4.184,0.842,3e-05,0.117,-6.217,1,83.948,0.797,0,Cut Your Groove,Charlie Worsham
0.27,0.663,3.519,0.656,0.000279,0.117,-6.548,1,120.037,0.555,0,Black,Dierks Bentley
0.0549,0.53,3.129,0.809,0.0,0.0741,-4.745,0,82.022,0.703,0,The Weekend,Brantley Gilbert
0.0966,0.525,3.17,0.657,0.0,0.119,-5.28,0,176.127,0.313,0,Reasons,Jillian Jacqueline
0.0244,0.553,3.443,0.747,0.0,0.363,-5.905,1,73.033,0.702,0,Small Town Boy,Dustin Lynch
0.0102,0.533,3.479,0.91,0.0,0.108,-3.087,1,113.054,0.481,0,Yours If You Want It,Rascal Flatts
0.148,0.726,3.853,0.595,0.000433,0.106,-6.846,1,115.0,0.666,0,Roots,Zac Brown Band
0.00733,0.584,2.851,0.716,0.0,0.0879,-4.737,1,90.005,0.527,0,Sunday Morning,Parmalee
0.0165,0.443,3.73,0.804,2.89e-06,0.181,-6.432,1,151.928,0.437,0,Hurricane,Luke Combs
0.124,0.521,2.95,0.805,0.000219,0.33,-4.481,1,141.967,0.549,0,Think A Little Less,Michael Ray
0.661,0.476,3.865,0.527,0.0,0.307,-6.406,1,152.117,0.205,0,Speak to a Girl,Tim McGraw
0.0159,0.591,3.091,0.577,0.0,0.162,-6.107,1,156.107,0.52,0,Man Enough Now,Chris Bandi
0.335,0.5,3.575,0.622,0.0,0.327,-6.691,1,83.886,0.293,0,If I Told You,Darius Rucker
0.234,0.674,2.787,0.706,7.98e-05,0.0958,-4.824,1,160.023,0.962,0,Happy People,Little Big Town
0.144,0.631,3.793,0.658,0.0,0.22,-5.313,1,80.996,0.692,0,All On Me,Devin Dawson
0.0494,0.562,3.621,0.94,0.0,0.217,-4.337,1,103.009,0.466,0,Somethin' I'm Good At,Brett Eldredge
0.214,0.638,3.274,0.634,0.0,0.0866,-6.474,1,92.097,0.445,0,I Could Use a Love Song,Maren Morris
0.733,0.409,0.267,0.645,0.0,0.132,-8.336,0,74.923,0.421,0,Zac Brown Band - Hot Country,Various Artists
0.0968,0.434,4.446,0.664,0.0,0.141,-5.883,1,145.861,0.478,0,Trying To Drive,Zac Brown Band
0.333,0.439,3.057,0.802,0.0,0.377,-3.644,1,168.032,0.688,0,"God, Your Mama, And Me",Florida Georgia Line
0.0915,0.533,3.845,0.533,0.0,0.0972,-8.266,1,159.907,0.506,0,Real Thing,Zac Brown Band
0.0207,0.434,3.255,0.921,0.00209,0.116,-2.248,0,171.945,0.426,0,They Don't Know,Jason Aldean
0.0558,0.523,3.58,0.725,6.96e-06,0.0937,-5.448,1,155.855,0.52,0,Every Time I Hear That Song,Blake Shelton
0.00898,0.612,3.138,0.799,0.0,0.172,-4.603,1,125.976,0.675,0,What Ifs,Kane Brown
0.0993,0.51,3.52,0.904,0.0,0.173,-4.291,1,150.004,0.542,0,For Her,Chris Lane
0.424,0.55,3.871,0.774,0.0,0.067,-4.397,1,170.124,0.462,0,Act Like You Don't,Brooke Eden
0.397,0.596,3.748,0.544,0.0,0.106,-7.294,1,147.976,0.381,0,In Case You Didn't Know,Brett Young
0.0166,0.622,3.237,0.745,0.000875,0.292,-5.674,1,91.0,0.585,0,Two Black X's,Dylan Schneider
0.0344,0.659,3.062,0.926,0.00121,0.113,-4.66,1,152.015,0.949,0,You Look Good,Lady Antebellum
0.00566,0.479,2.967,0.86,0.0,0.168,-4.318,1,80.018,0.759,0,Close,Ryan Kinder
0.186,0.56,3.497,0.78,0.0,0.364,-5.164,1,160.052,0.466,0,Ain't Always Pretty,Logan Mize
0.0179,0.512,3.122,0.587,0.0,0.107,-6.403,1,134.006,0.313,0,Love in a Bar,Ryan Hurd
0.0292,0.403,3.522,0.745,0.0,0.0985,-6.534,0,186.241,0.634,0,Family Table,Zac Brown Band
0.312,0.536,3.388,0.722,0.0,0.117,-4.163,1,143.78,0.472,0,Any Ol' Barstool,Jason Aldean
0.116,0.685,3.365,0.783,0.0,0.194,-4.152,1,90.008,0.532,0,Dirt On My Boots,Jon Pardi
0.638,0.71,3.11,0.498,0.0,0.0916,-5.478,1,136.093,0.52,0,Just a Phase,Adam Craig
0.463,0.731,2.756,0.469,1.04e-06,0.103,-7.226,1,98.963,0.618,0,Body Like A Back Road,Sam Hunt
0.208,0.501,3.2,0.836,0.0,0.152,-3.587,0,159.863,0.627,0,How Not To,Dan + Shay
0.861,0.425,4.321,0.372,0.0148,0.0733,-10.92,1,79.456,0.297,0,Tin Man,Miranda Lambert
0.0209,0.458,3.521,0.894,0.0,0.221,-4.903,1,160.125,0.709,0,Blue Tacoma,Russell Dickerson
0.0406,0.488,3.77,0.915,0.0,0.351,-4.255,1,75.019,0.637,0,May We All,Florida Georgia Line
0.422,0.482,3.847,0.739,1.87e-05,0.468,-5.476,1,155.932,0.596,0,Last Time for Everything,Brad Paisley
0.0527,0.442,2.886,0.784,0.0,0.0597,-4.001,1,170.139,0.554,0,Getting Over You,Jackie Lee
0.00434,0.555,2.951,0.896,0.0,0.145,-3.295,1,114.995,0.558,0,Flatliner (feat. Dierks Bentley),Cole Swindell
0.0551,0.41,2.644,0.738,0.0,0.0988,-3.833,1,184.059,0.592,0,Like You That Way,Canaan Smith
0.273,0.507,3.603,0.81,0.0567,0.121,-5.628,0,156.004,0.492,0,Hometown Girl,Josh Turner
0.129,0.69,3.02,0.626,0.0,0.169,-5.831,1,101.958,0.652,0,Star Of The Show,Thomas Rhett
0.865,0.641,4.134,0.0628,4.08e-06,0.105,-14.155,1,129.004,0.289,0,Either Way,Chris Stapleton
0.279,0.655,2.981,0.785,0.0,0.116,-4.022,1,171.969,0.931,0,No Such Thing as a Broken Heart,Old Dominion
0.2,0.529,3.593,0.803,0.0,0.0894,-5.379,1,97.043,0.343,0,There’s A Girl,Trent Harmon
0.0304,0.681,3.067,0.845,0.0,0.197,-5.147,0,132.023,0.761,0,The Fighter,Keith Urban
0.229,0.694,3.814,0.815,0.0,0.0924,-4.328,1,88.931,0.826,0,Despacito - Remix,Luis Fonsi
0.231,0.755,3.831,0.789,0.0,0.351,-4.502,1,93.973,0.734,0,Felices los 4,Maluma
0.0744,0.684,3.469,0.823,0.0,0.111,-3.297,0,91.048,0.645,0,SUBEME LA RADIO,Enrique Iglesias
0.0258,0.746,3.429,0.794,0.0,0.0497,-6.331,1,104.827,0.471,0,Me Rehúso,Danny Ocean
0.243,0.683,3.658,0.691,0.0,0.14,-5.535,1,179.91,0.746,0,El Amante,Nicky Jam
0.0245,0.747,3.88,0.864,4.46e-05,0.0853,-3.181,0,92.028,0.746,0,Escápate Conmigo,Wisin
0.286,0.706,4.518,0.689,0.0,0.123,-5.533,1,144.127,0.42,0,Ahora Dice,Chris Jeday
0.168,0.859,3.26,0.756,4.65e-05,0.163,-3.36,0,102.033,0.913,0,Chantaje,Shakira
0.0277,0.489,3.249,0.962,6.18e-06,0.128,-2.597,1,104.563,0.507,0,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull
0.154,0.889,3.355,0.853,0.000107,0.205,-4.26,1,93.022,0.916,0,Sigo Extrañándote,J Balvin
0.0559,0.832,3.491,0.772,0.000486,0.44,-5.429,1,96.016,0.714,0,Otra Vez (feat. J Balvin),Zion & Lennox
0.116,0.685,3.409,0.859,0.0,0.317,-2.595,0,176.018,0.886,0,La Rompe Corazones,Daddy Yankee
0.27,0.639,5.132,0.869,0.0,0.0802,-4.024,1,169.801,0.766,0,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa
0.209,0.66,3.803,0.786,0.0,0.112,-4.757,1,177.833,0.849,0,Despacito (Featuring Daddy Yankee),Luis Fonsi
0.4,0.761,3.709,0.838,0.0,0.176,-3.073,0,93.974,0.717,0,Reggaetón Lento (Bailemos),CNCO
0.0309,0.792,3.425,0.819,0.0,0.389,-5.418,1,89.98,0.45,0,Hey DJ,CNCO
0.547,0.76,3.505,0.838,1.3e-06,0.0664,-3.828,0,93.05,0.74,0,Me Llamas (feat. Maluma) - Remix,Piso 21
0.211,0.711,3.764,0.875,0.000198,0.0862,-2.211,1,103.637,0.929,0,Me Enamoré,Shakira
0.205,0.735,3.219,0.482,0.000194,0.0894,-9.21,1,175.907,0.783,0,Tu Foto,Ozuna
0.00431,0.663,4.32,0.92,1.69e-05,0.101,-4.07,0,99.935,0.521,0,Vente Pa' Ca,Ricky Martin
0.551,0.508,3.427,0.687,3.41e-06,0.126,-4.361,1,180.044,0.565,0,Safari,J Balvin
0.0897,0.745,3.727,0.921,0.0,0.178,-2.674,1,92.973,0.645,0,Alguien Robo,Sebastian Yatra
0.256,0.772,3.98,0.909,0.0,0.255,-3.225,0,96.031,0.679,0,Vacaciones,Wisin
0.125,0.761,3.527,0.82,2.1e-05,0.183,-4.003,1,88.997,0.619,0,Te Quiero Pa´Mi,Don Omar
0.167,0.761,4.2,0.829,0.0,0.189,-3.203,0,92.033,0.82,0,Ay Mi Dios,IAmChino
0.142,0.776,3.808,0.669,0.0,0.219,-4.933,1,91.012,0.646,0,Traicionera,Sebastian Yatra
0.204,0.685,3.684,0.731,0.0,0.0722,-5.119,0,177.912,0.776,0,Si Tú La Ves,Nicky Jam
0.053,0.724,3.285,0.84,0.0,0.727,-3.581,1,92.01,0.833,0,Lumbra,Cali Y El Dandee
0.206,0.746,3.791,0.961,1.84e-06,0.329,-2.243,1,179.984,0.954,0,La Bicicleta,Carlos Vives
0.163,0.817,3.453,0.869,0.00226,0.0497,-4.791,1,96.029,0.56,0,Bailame,Nacho
0.0998,0.721,3.773,0.687,0.0,0.0679,-6.682,1,175.914,0.828,0,Dile Que Tu Me Quieres,Ozuna
0.39,0.732,3.275,0.801,0.0,0.31,-3.859,1,123.981,0.818,0,Deja vu,Prince Royce
0.245,0.682,3.802,0.858,0.0,0.104,-4.711,1,94.954,0.772,0,Sé Que Te Duele,Alejandro Fernandez
0.132,0.73,3.455,0.701,0.0,0.151,-5.885,0,175.95,0.789,0,Borro Cassette,Maluma
0.0786,0.724,3.347,0.904,0.0,0.226,-3.354,0,90.999,0.851,0,DUELE EL CORAZON,Enrique Iglesias
0.0244,0.68,4.125,0.954,0.0,0.112,-1.823,1,104.029,0.524,0,Andas En Mi Cabeza,Chino & Nacho
0.0724,0.827,3.297,0.646,0.0,0.247,-4.727,0,92.057,0.51,0,Chillax,Farruko
0.282,0.832,3.312,0.608,0.0,0.0761,-6.042,0,94.013,0.579,0,Hasta el Amanecer,Nicky Jam
0.163,0.688,4.0,0.719,0.0,0.15,-4.746,1,88.015,0.589,0,Bailame Despacio,Xantos
0.076,0.899,3.905,0.626,0.0,0.0631,-4.228,0,88.007,0.871,0,Shaky Shaky,Daddy Yankee
0.0345,0.724,3.017,0.809,0.0,0.169,-4.96,1,95.037,0.495,0,Besándote,Piso 21
0.0685,0.712,3.321,0.841,7.87e-05,0.0672,-5.432,0,98.003,0.656,0,Ando buscando (feat. Piso 21),Carlos Baute
0.113,0.801,3.942,0.822,0.00424,0.0877,-4.655,1,176.048,0.938,0,Hula Hoop,Daddy Yankee
0.0869,0.49,4.114,0.894,0.0,0.103,-1.708,0,197.989,0.656,0,Qué Gano Olvidándote - Versión Urbana,Reik
0.234,0.768,3.654,0.742,0.0,0.14,-6.308,1,114.679,0.8,0,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik
0.0821,0.725,4.111,0.711,0.0,0.0931,-4.544,1,93.003,0.476,0,Mi Tesoro (feat. Nicky Jam),Zion & Lennox
0.803,0.612,4.092,0.57,3.29e-05,0.122,-9.62,0,169.842,0.813,0,Tú Sí Sabes Quererme,Natalia Lafourcade
0.189,0.67,4.611,0.679,0.0,0.168,-5.618,1,172.069,0.794,0,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela
0.0525,0.779,2.777,0.659,0.0,0.128,-5.455,1,95.003,0.924,0,Fuego,Juanes
0.051,0.712,3.568,0.901,0.0,0.162,-4.699,0,97.98,0.84,0,Al Filo de Tu Amor,Carlos Vives
0.0983,0.648,3.73,0.833,0.001,0.127,-5.116,1,108.001,0.301,0,Young And Menace,Fall Out Boy
0.00898,0.499,3.818,0.824,0.0,0.163,-4.741,1,161.977,0.692,0,"Sugar, We're Goin Down",Fall Out Boy
0.004,0.385,3.806,0.866,0.0,0.111,-2.817,0,176.014,0.548,0,Centuries,Fall Out Boy
0.0313,0.561,3.114,0.927,2.34e-05,0.529,-4.374,0,152.011,0.562,0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
0.00139,0.613,3.156,0.874,1.82e-06,0.656,-3.594,1,108.038,0.532,0,Immortals,Fall Out Boy
0.119,0.623,3.526,0.956,0.000227,0.617,-2.608,0,149.958,0.718,0,Uma Thurman,Fall Out Boy
0.00494,0.616,3.004,0.961,0.0,0.078,-3.144,0,114.492,0.531,0,"Dance, Dance",Fall Out Boy
0.000965,0.607,3.534,0.889,0.0,0.0839,-4.034,1,100.034,0.376,0,"This Ain't A Scene, It's An Arms Race",Fall Out Boy
0.177,0.95,3.577,0.412,0.0,0.077,-6.592,1,121.019,0.741,0,Bad Liar,Selena Gomez
0.222,0.63,3.814,0.815,0.0,0.091,-4.265,1,88.357,0.814,0,Despacito - Remix,Luis Fonsi
0.00593,0.608,3.129,0.841,0.0573,0.121,-3.798,1,167.969,0.25,0,Thunder,Imagine Dragons
0.0969,0.774,3.525,0.626,3.12e-05,0.0848,-4.432,0,100.041,0.758,0,Attention,Charlie Puth
0.381,0.857,3.324,0.8,0.0,0.0913,-4.035,1,121.996,0.965,0,There's Nothing Holdin' Me Back,Shawn Mendes
0.102,0.44,4.303,0.413,1.7e-05,0.103,-7.425,0,131.659,0.125,0,Quit (feat. Ariana Grande),Cashmere Cat
0.0745,0.696,3.523,0.503,0.0,0.0869,-4.842,1,99.977,0.539,0,The Cure,Lady Gaga
0.197,0.633,3.225,0.592,0.0,0.099,-7.245,0,90.066,0.643,0,First Time,Kygo
0.062,0.711,3.72,0.722,0.0,0.14,-3.946,1,99.954,0.483,0,No Vacancy,OneRepublic
0.0485,0.76,3.407,0.588,0.0,0.0847,-7.082,1,102.974,0.384,0,Most Girls,Hailee Steinfeld
0.0577,0.565,3.865,0.782,4.16e-05,0.0757,-6.413,1,140.004,0.392,0,Malibu,Miley Cyrus
0.238,0.457,3.502,0.627,0.0,0.116,-5.091,0,101.384,0.535,0,Stay (with Alessia Cara),Zedd
0.56,0.622,4.17,0.593,0.0,0.175,-7.755,0,100.048,0.361,0,1-800-273-8255,Logic
0.15,0.703,3.227,0.868,0.132,0.104,-4.661,0,121.03,0.732,0,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann
0.115,0.66,3.58,0.575,1.59e-06,0.131,-4.934,0,110.091,0.485,0,Now Or Never,Halsey
0.0575,0.741,3.725,0.667,0.0,0.106,-5.445,1,112.956,0.609,0,No Promises (feat. Demi Lovato),Cheat Codes
0.0133,0.726,3.136,0.429,0.0,0.0574,-6.623,1,85.899,0.874,0,Slow Hands,Niall Horan
0.0283,0.656,3.288,0.615,0.0,0.234,-6.252,1,139.91,0.364,0,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha
0.00464,0.565,3.759,0.771,0.0,0.0568,-5.22,1,168.385,0.551,0,Good Life (with G-Eazy & Kehlani),G-Eazy
0.45,0.754,4.544,0.762,6.67e-05,0.224,-4.486,0,92.002,0.673,0,Rollin,Calvin Harris
0.00728,0.741,3.7,0.559,0.000971,0.21,-7.775,1,101.999,0.441,0,Obsession (feat. Jon Bellion),Vice
0.549,0.87,2.677,0.502,0.00356,0.0916,-7.497,0,82.53,0.676,0,Whippin (feat. Felix Snow),Kiiara
0.281,0.718,3.581,0.609,3.29e-05,0.234,-4.699,0,122.948,0.47,0,Symphony,Clean Bandit
0.00411,0.624,3.459,0.806,0.0,0.0872,-5.957,1,149.999,0.536,0,Break Up Every Night,The Chainsmokers
0.0293,0.726,3.897,0.769,0.0101,0.104,-5.043,1,97.985,0.75,0,Unforgettable,French Montana
0.000339,0.905,2.96,0.596,2.05e-05,0.0897,-7.496,0,149.996,0.419,0,HUMBLE.,Kendrick Lamar
0.00517,0.747,3.534,0.592,1.48e-05,0.124,-6.334,1,110.991,0.16,0,do re mi,Blackbear
0.075,0.696,3.607,0.817,0.0,0.187,-3.862,1,98.064,0.779,0,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo
0.0355,0.673,3.36,0.676,0.0,0.107,-5.002,1,134.944,0.568,0,Whatever It Takes,Imagine Dragons
0.032,0.607,3.555,0.718,0.0,0.403,-4.095,1,101.821,0.521,0,Touch,Little Mix
0.0303,0.415,4.19,0.369,7.64e-06,0.383,-10.044,1,95.746,0.0951,0,Selfish,Future
0.0905,0.648,3.68,0.532,0.0,0.0831,-6.597,1,99.983,0.497,0,It Ain’t Me (with Selena Gomez),Kygo
0.128,0.747,3.069,0.799,0.0,0.0541,-4.066,0,104.02,0.537,0,Mama,Jonas Blue
0.238,0.76,2.96,0.303,8.09e-06,0.294,-11.362,1,99.991,0.157,0,The One,The Chainsmokers
0.401,0.763,3.292,0.671,1.16e-05,0.375,-4.029,0,120.06,0.608,0,Nights With You,MØ
0.0235,0.667,2.882,0.648,1.52e-05,0.0427,-6.398,0,95.031,0.585,0,TG4M,Zara Larsson
0.0102,0.833,3.41,0.434,0.0219,0.165,-8.795,1,150.062,0.286,0,Mask Off,Future
0.122,0.803,3.788,0.793,5.81e-05,0.154,-5.769,1,106.035,0.54,0,Bon Appétit,Katy Perry
0.0275,0.516,5.678,0.595,0.0,0.109,-4.63,1,119.972,0.209,0,Sign of the Times,Harry Styles
0.00246,0.532,3.346,0.778,0.000111,0.153,-6.69,0,169.923,0.242,0,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly
0.416,0.704,2.939,0.423,0.0,0.0607,-6.792,1,113.962,0.45,0,Issues,Julia Michaels
0.013,0.853,3.445,0.56,0.0,0.0944,-4.961,1,134.066,0.853,0,That's What I Like,Bruno Mars
0.0561,0.623,3.672,0.656,0.0,0.0855,-5.608,0,95.878,0.371,0,September Song,JP Cooper
0.131,0.748,3.142,0.627,0.0,0.0852,-6.029,1,120.963,0.513,0,Still Got Time,ZAYN
0.33,0.736,3.651,0.449,0.000162,0.0898,-11.462,0,80.126,0.322,0,Location,Khalid
0.0895,0.584,3.681,0.54,0.0,0.261,-7.786,0,137.972,0.19,0,Scared to Be Lonely,Martin Garrix
0.304,0.804,4.982,0.459,0.0862,0.11,-11.556,1,111.963,0.372,0,Passionfruit,Drake
0.581,0.825,3.895,0.652,0.0,0.0931,-3.183,0,95.977,0.933,0,Shape of You,Ed Sheeran
0.0991,0.608,3.882,0.86,0.0,0.262,-5.324,0,127.075,0.441,0,Wild Ones (feat. Sia),Flo Rida
0.167,0.748,3.51,0.727,0.0,0.166,-2.42,0,125.014,0.68,0,Starships,Nicki Minaj
0.0656,0.828,4.989,0.433,0.000876,0.122,-9.716,1,148.073,0.446,0,Lollipop,Lil Wayne
0.0921,0.72,3.823,0.802,0.0,0.694,-5.797,1,124.043,0.716,0,Time of Our Lives,Pitbull
0.0319,0.646,3.516,0.795,0.0,0.267,-3.293,1,89.99,0.791,0,Stereo Hearts (feat. Adam Levine),Gym Class Heroes
0.0643,0.755,3.303,0.838,1.59e-05,0.118,-4.5,0,126.877,0.454,0,Glad You Came,The Wanted
0.00622,0.75,3.398,0.78,0.0,0.0263,-3.155,1,119.985,0.819,0,Dynamite,Taio Cruz
0.0567,0.467,4.892,0.564,0.0,0.194,-4.986,0,81.966,0.304,0,Clique,JAY Z
0.11,0.66,3.008,0.867,0.0,0.0368,-4.285,0,93.033,0.376,0,Airplanes (feat. Hayley Williams of Paramore),B.o.B
0.555,0.635,3.624,0.691,0.0,0.097,-4.862,1,82.142,0.63,0,Trumpets,Jason Derulo
0.071,0.375,5.648,0.862,0.0,0.211,-3.363,0,159.841,0.472,0,Live Your Life - feat. Rihanna,T.I.
0.00738,0.352,3.615,0.843,0.0,0.0883,-7.983,0,165.29,0.716,0,Like A G6,Far East Movement
0.039,0.673,3.825,0.758,0.0,0.341,-3.632,1,135.956,0.541,0,Feel This Moment,Pitbull
0.0295,0.581,3.403,0.963,0.0,0.139,-4.087,1,129.992,0.792,0,Timber,Pitbull
0.0384,0.72,2.924,0.791,0.0,0.157,-4.689,1,102.071,0.767,0,Classic,MKTO
0.069,0.599,4.084,0.803,0.137,0.129,-3.641,0,126.057,0.254,0,Titanium (feat. Sia),David Guetta
0.0181,0.62,3.826,0.869,0.0,0.369,-5.252,1,151.684,0.769,0,E.T. - feat. Kanye West,Katy Perry
0.000704,0.657,3.17,0.827,0.00534,0.065,-4.036,1,145.889,0.698,0,GDFR (feat. Sage The Gemini & Lookas),Flo Rida
0.0525,0.715,3.456,0.655,0.0,0.115,-6.425,1,95.078,0.557,0,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg
0.0514,0.786,4.17,0.857,0.0,0.112,-3.765,1,110.038,0.602,0,The Monster,Eminem
0.0746,0.755,3.328,0.832,1.27e-06,0.291,-2.741,0,120.032,0.719,0,TiK ToK,Kesha
0.0715,0.859,3.141,0.697,0.0,0.0761,-3.79,0,117.008,0.875,0,Love You Like A Love Song,Selena Gomez & The Scene
0.112,0.612,3.548,0.84,0.0,0.116,-3.145,0,129.042,0.441,0,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia
0.0762,0.809,3.264,0.628,0.000371,0.113,-5.021,0,130.008,0.797,0,Sexy Bitch (feat. Akon) - Featuring Akon;explicit,David Guetta
0.000979,0.842,3.165,0.531,1.34e-05,0.0667,-8.729,1,105.013,0.758,0,Somebody,Natalie La Rose
0.0183,0.745,3.166,0.714,0.0,0.0636,-5.501,0,120.025,0.847,0,Maps,Maroon 5
0.162,0.725,4.125,0.68,2.13e-06,0.158,-5.465,1,119.939,0.753,0,Am I Wrong,Nico & Vinz
0.0117,0.579,4.6,0.821,0.0,0.0631,-4.616,1,174.063,0.561,0,Umbrella,Rihanna
0.0649,0.663,4.297,0.714,0.0,0.116,-4.944,0,121.99,0.471,0,Counting Stars,OneRepublic
0.00107,0.818,3.562,0.799,0.128,0.057,-4.1,0,100.014,0.0953,0,Turn Down for What,DJ Snake
0.0378,0.81,6.16,0.793,1.82e-06,0.072,-9.404,0,116.049,0.86,0,Get Lucky,Daft Punk
0.0533,0.441,3.753,0.87,3.7e-06,0.0936,-4.845,1,134.469,0.281,0,A Dustland Fairytale,The Killers
0.0215,0.688,3.203,0.702,0.0,0.128,-4.792,0,94.006,0.731,0,My House,Flo Rida
0.219,0.427,4.296,0.861,0.0,0.277,-4.874,1,161.776,0.581,0,Best I Ever Had,Drake
0.0196,0.592,3.448,0.752,0.0,0.0477,-6.589,1,74.784,0.73,0,Stitches,Shawn Mendes
0.403,0.753,3.391,0.801,0.0,0.128,-3.215,1,128.011,0.787,0,I Will Never Let You Down,Rita Ora
0.186,0.548,4.54,0.532,0.000263,0.217,-7.596,1,85.03,0.428,0,Do I Wanna Know?,Arctic Monkeys
0.00901,0.635,5.133,0.983,0.00799,0.0683,-3.807,0,145.085,0.422,0,Cinema - Skrillex Remix,Benny Benassi
0.0431,0.697,4.623,0.527,1.25e-05,0.0882,-10.438,0,121.849,0.289,0,Take Care,Drake
0.0208,0.583,4.314,0.786,0.0,0.188,-3.142,0,123.052,0.556,0,Love Song,Sara Bareilles
0.00373,0.862,4.397,0.608,6.14e-06,0.0856,-4.762,1,120.002,0.825,0,Blurred Lines,Robin Thicke
0.119,0.68,5.23,0.489,2.86e-05,0.606,-7.837,0,74.04,0.261,0,Swimming Pools (Drank) - Extended Version,Kendrick Lamar
0.161,0.772,3.759,0.648,0.0,0.269,-6.222,1,129.966,0.744,0,Beautiful Girls - Radio Disney Version,Sean Kingston
0.0532,0.709,3.156,0.697,5.15e-05,0.349,-3.471,1,112.017,0.78,0,Cool,Gwen Stefani
0.455,0.627,4.381,0.56,0.0,0.126,-5.378,1,97.967,0.488,0,Can’t Live Without,Hollyn
0.0394,0.567,3.625,0.678,0.0,0.102,-6.642,0,141.951,0.381,0,Glimpse,Kim Walker-Smith
0.0495,0.547,3.117,0.513,0.0,0.181,-7.451,1,110.54,0.262,0,Broken Things,Matthew West
0.379,0.335,4.253,0.582,2.67e-05,0.0954,-5.09,1,110.522,0.13,0,Even If,MercyMe
0.0363,0.468,3.662,0.786,0.0,0.31,-2.757,1,84.992,0.479,0,Home,Chris Tomlin
0.648,0.322,3.801,0.508,0.00297,0.152,-7.681,1,155.128,0.191,0,Nowhere,Sarah Reeves
